TIME	EVENT	NODES
0	O	Root
4.187511077714989	S	Root;1;n1;2;n2;3
4.844293709453745	S	n1;2;n3;4;n4;5
6.343788664382323	S	n4;5;n5;6;n6;7
7.461657474483729	S	n6;7;n7;8;n8;9
8.314981374060952	S	n8;9;n9;10;n10;11
8.981692819951826	D	n3;4;n3;12;n3;13
10.274052050819101	D	n7;8;n7;14;n7;15
11.357004905749223	E	n7;14
11.357004905749223	E	n7;15
13.146754713478709	S	n5;6;n11;16;n12;17
16.200793963600574	E	n3;12
16.200793963600574	E	n3;13
16.567403830161158	S	n10;11;n13;18;n14;19
17.332624481574445	E	n13;18
18.16064999229395	D	n9;10;n9;20;n9;21
19.16324440740152	S	n9;20;n15;22;n16;23
19.16324440740152	S	n9;21;n15;24;n16;25
21.042912484040116	S	n14;19;n17;26;n18;27
21.218135116893492	S	n16;23;n19;28;n20;29
21.218135116893492	S	n16;25;n19;30;n20;31
21.90786886805524	S	n19;28;n21;32;n22;33
21.90786886805524	S	n19;30;n21;34;n22;35
22.3432788972331	S	n11;16;n23;36;n24;37
22.40148434781956	D	n22;33;n22;38;n22;39
23.798939962861844	L	n2;3
23.954336085282627	S	n22;38;n25;40;n26;41
23.954336085282627	S	n22;39;n25;42;n26;43
23.954336085282627	S	n22;35;n25;44;n26;45
24.08080022667432	S	n18;27;n27;46;n28;47
24.37633946174647	L	n17;26
24.384363077391352	D	n15;22;n15;48;n15;49
25.021990752581953	D	n25;40;n25;50;n25;51
25.6742586601054	L	n20;31
25.6742586601054	T	n25;51;n25;52;n20;53
26.2143476309908	D	n20;29;n20;54;n20;55
27.554947452108376	S	n23;36;n29;56;n30;57
27.8397121861341	L	n26;43
27.931209110848865	S	n25;50;n31;58;n32;59
27.931209110848865	S	n25;52;n31;60;n32;61
27.931209110848865	S	n25;42;n31;62;n32;63
27.931209110848865	S	n25;44;n31;64;n32;65
27.971072119891755	E	n21;32
27.971072119891755	E	n21;34
28.26222566020196	D	n26;45;n26;66;n26;67
29.035416467045504	E	n30;57
29.344116780064113	D	n31;60;n31;68;n31;69
29.459769704529013	S	n26;41;n33;70;n34;71
29.459769704529013	S	n26;66;n33;72;n34;73
29.459769704529013	S	n26;67;n33;74;n34;75
29.658832958454028	S	n29;56;n35;76;n36;77
29.73612421315088	S	n20;54;n37;78;n38;79
29.73612421315088	S	n20;55;n37;80;n38;81
29.73612421315088	S	n20;53;n37;82;n38;83
30.389199055551433	F	n36;77
30.389199055551433	F	n37;78
30.389199055551433	F	n37;80
30.389199055551433	F	n37;82
30.389199055551433	F	n27;46
30.389199055551433	F	n31;58
30.389199055551433	F	n31;68
30.389199055551433	F	n31;69
30.389199055551433	F	n31;62
30.389199055551433	F	n31;64
30.389199055551433	F	n34;71
30.389199055551433	F	n34;73
30.389199055551433	F	n34;75
30.389199055551433	F	n38;79
30.389199055551433	F	n38;81
30.389199055551433	F	n38;83
30.389199055551433	F	n32;59
30.389199055551433	F	n32;61
30.389199055551433	F	n32;63
30.389199055551433	F	n32;65
30.389199055551433	F	n12;17
30.389199055551433	F	n28;47
30.389199055551433	F	n35;76
30.389199055551433	F	n24;37
30.389199055551433	F	n33;70
30.389199055551433	F	n33;72
30.389199055551433	F	n33;74
30.389199055551433	F	n15;48
30.389199055551433	F	n15;49
30.389199055551433	F	n15;24
