TIME	EVENT	NODES
0	O	Root
15.2915233813658	D	Root;1;Root;2;Root;3
17.48041262550099	S	Root;2;n1;4;n2;5
17.48041262550099	S	Root;3;n1;6;n2;7
20.0712906575407	S	n2;5;n3;8;n4;9
20.0712906575407	S	n2;7;n3;10;n4;11
21.15183551222085	D	n3;8;n3;12;n3;13
23.623252967945383	S	n1;4;n5;14;n6;15
23.623252967945383	S	n1;6;n5;16;n6;17
23.86734786520878	D	n4;9;n4;18;n4;19
24.358571721725873	L	n3;12
27.487822499537366	E	n3;13
27.487822499537366	E	n3;10
27.56941287489976	D	n4;19;n4;20;n4;21
28.25208337168313	S	n5;14;n7;22;n8;23
28.25208337168313	S	n5;16;n7;24;n8;25
29.605752017022027	D	n4;20;n4;26;n4;27
31.46892413096761	L	n6;17
31.539863128050797	E	n6;15
32.73325195797415	D	n7;24;n7;28;n7;29
33.85041944564136	S	n8;23;n9;30;n10;31
33.85041944564136	S	n8;25;n9;32;n10;33
35.46109553171037	L	n4;21
35.69449990392345	S	n9;30;n11;34;n12;35
35.69449990392345	S	n9;32;n11;36;n12;37
35.80958368897179	S	n11;34;n13;38;n14;39
35.80958368897179	S	n11;36;n13;40;n14;41
35.84003308740881	E	n14;39
35.84003308740881	E	n14;41
36.69806808539121	D	n13;38;n13;42;n13;43
38.27051257975816	D	n10;33;n10;44;n10;45
40.21680338744819	D	n12;37;n12;46;n12;47
40.34317286335274	L	n12;47
41.20061611946893	E	n12;35
41.20061611946893	E	n12;46
42.65649150646055	D	n7;28;n7;48;n7;49
43.49186916900761	S	n10;31;n15;50;n16;51
43.49186916900761	S	n10;44;n15;52;n16;53
43.49186916900761	S	n10;45;n15;54;n16;55
44.01538440193309	D	n16;55;n16;56;n16;57
44.592337476338976	S	n13;42;n17;58;n18;59
44.592337476338976	S	n13;43;n17;60;n18;61
44.592337476338976	S	n13;40;n17;62;n18;63
45.06322162628801	S	n4;18;n19;64;n20;65
45.06322162628801	S	n4;26;n19;66;n20;67
45.06322162628801	S	n4;27;n19;68;n20;69
45.06322162628801	S	n4;11;n19;70;n20;71
45.29573844375236	S	n17;58;n21;72;n22;73
45.29573844375236	S	n17;60;n21;74;n22;75
45.29573844375236	S	n17;62;n21;76;n22;77
45.57712179137385	D	n22;77;n22;78;n22;79
45.97745027893866	D	n16;51;n16;80;n16;81
46.14672152478288	L	n19;68
47.218428785078885	S	n20;65;n23;82;n24;83
47.218428785078885	S	n20;67;n23;84;n24;85
47.218428785078885	S	n20;69;n23;86;n24;87
47.218428785078885	S	n20;71;n23;88;n24;89
47.39009584644335	S	n23;82;n25;90;n26;91
47.39009584644335	S	n23;84;n25;92;n26;93
47.39009584644335	S	n23;86;n25;94;n26;95
47.39009584644335	S	n23;88;n25;96;n26;97
47.86507693263344	S	n25;90;n27;98;n28;99
47.86507693263344	S	n25;92;n27;100;n28;101
