TIME	EVENT	NODES
17.48041262550099	S	Root;n1;n2
20.0712906575407	S	n2;n3;n4
23.623252967945383	S	n1;n5;n6
27.487822499537366	E	n3
28.25208337168313	S	n5;n7;n8
31.539863128050797	E	n6
33.85041944564136	S	n8;n9;n10
35.69449990392345	S	n9;n11;n12
35.80958368897179	S	n11;n13;n14
35.84003308740881	E	n14
41.20061611946893	E	n12
43.49186916900761	S	n10;n15;n16
44.592337476338976	S	n13;n17;n18
45.06322162628801	S	n4;n19;n20
45.29573844375236	S	n17;n21;n22
47.218428785078885	S	n20;n23;n24
47.39009584644335	S	n23;n25;n26
47.86507693263344	S	n25;n27;n28
48.215809234087786	S	n24;n29;n30
48.23105563304068	S	n22;n31;n32
48.98195628849717	S	n30;n33;n34
49.57512413856676	S	n16;n35;n36
49.77851864598951	F	n34
49.77851864598951	F	n19
49.77851864598951	F	n31
49.77851864598951	F	n35
49.77851864598951	F	n33
49.77851864598951	F	n21
49.77851864598951	F	n29
49.77851864598951	F	n32
49.77851864598951	F	n26
49.77851864598951	F	n27
49.77851864598951	F	n28
49.77851864598951	F	n7
49.77851864598951	F	n18
49.77851864598951	F	n36
49.77851864598951	F	n15
