POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	43
1	2	-	59
2	3	+	59
3	4	+	37
4	5	-	35
5	6	-	49
6	7	-	39
7	9	+	253
8	9	+	255
9	9	+	257
10	9	+	259
11	9	+	261
12	9	+	266
13	9	+	265
14	10	+	73
15	13	-	47
16	13	-	49
17	14	+	61
18	16	+	155
19	16	+	157
20	16	+	159
21	16	+	161
22	18	-	35
23	19	-	77
24	20	+	199
25	20	+	201
26	20	+	203
27	20	+	205
28	20	+	207
29	20	+	209
30	20	+	211
31	21	-	75
32	21	-	84
33	21	-	88
34	21	-	89
35	21	-	79
36	21	-	81
37	23	-	141
38	23	-	143
39	26	-	147
40	26	-	149
41	26	-	151
42	26	-	153
43	27	+	123
44	27	+	125
45	27	+	127
46	27	+	129
47	28	-	61
48	28	-	63
49	30	+	177
50	30	+	179
51	30	+	181
52	31	+	105
53	31	+	107
54	31	+	109
55	32	+	43
56	33	-	101
57	33	-	103
58	33	-	116
59	33	-	117
60	33	-	107
61	34	+	87
62	34	+	89
63	35	+	89
64	35	+	91
65	35	+	93
66	36	-	111
67	36	-	113
68	36	-	115
69	36	-	117
70	36	-	119
71	37	-	109
72	37	-	111
73	37	-	113
74	37	-	115
75	37	-	117
76	38	-	59
77	39	-	187
78	39	-	189
79	39	-	191
80	39	-	195
81	39	-	197
82	40	+	125
83	40	+	127
84	40	+	129
85	40	+	131
86	41	+	55
87	42	-	91
88	45	-	73
89	45	-	75
90	46	-	69
91	46	-	71
92	48	+	35
93	49	+	93
94	49	+	95
95	50	-	41
