POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	12
1	2	-	18
2	2	-	20
3	3	+	20
4	3	+	22
5	4	+	12
6	5	-	12
7	6	-	18
8	7	-	16
9	9	+	70
10	9	+	72
11	9	+	74
12	9	+	76
13	9	+	78
14	9	+	80
15	10	+	28
16	10	+	30
17	13	-	12
18	14	+	16
19	14	+	18
20	16	+	50
21	16	+	52
22	16	+	54
23	16	+	56
24	18	-	12
25	19	-	34
26	19	-	36
27	20	+	56
28	20	+	58
29	20	+	60
30	20	+	62
31	20	+	64
32	21	-	14
33	22	+	16
34	23	-	44
35	23	-	46
36	23	-	48
37	23	-	50
38	23	-	52
39	24	-	26
40	24	-	28
41	26	-	44
42	26	-	46
43	26	-	48
44	27	+	34
45	27	+	36
46	28	-	24
47	30	+	62
48	30	+	64
49	30	+	66
50	30	+	68
51	30	+	70
52	31	+	40
53	31	+	42
54	31	+	44
55	31	+	46
56	32	+	18
57	33	-	26
58	33	-	28
59	34	+	32
60	34	+	34
61	34	+	36
62	35	+	34
63	35	+	36
64	36	-	28
65	36	-	30
66	37	-	28
67	37	-	30
68	38	-	26
69	38	-	28
70	39	-	64
71	39	-	66
72	39	-	68
73	39	-	70
74	40	+	32
75	40	+	34
76	40	+	36
77	41	+	14
78	42	-	28
79	42	-	30
80	45	-	24
81	45	-	26
82	46	-	22
83	48	+	16
84	49	+	24
85	49	+	26
86	50	-	16
