POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	28
1	1	+	29
2	2	-	33
3	2	-	35
4	3	+	33
5	3	+	35
6	4	+	19
7	5	-	19
8	6	-	31
9	7	-	23
10	9	+	129
11	9	+	131
12	9	+	133
13	9	+	170
14	9	+	171
15	9	+	137
16	9	+	139
17	10	+	45
18	10	+	48
19	10	+	49
20	13	-	17
21	14	+	37
22	14	+	39
23	16	+	79
24	16	+	81
25	16	+	152
26	16	+	153
27	16	+	85
28	18	-	21
29	19	-	51
30	19	-	53
31	20	+	99
32	20	+	101
33	20	+	103
34	20	+	105
35	21	-	27
36	22	+	23
37	23	-	83
38	23	-	85
39	23	-	87
40	23	-	89
41	23	-	91
42	24	-	41
43	24	-	43
44	24	-	45
45	26	-	142
46	26	-	143
47	26	-	77
48	26	-	79
49	26	-	81
50	27	+	59
51	27	+	61
52	27	+	134
53	27	+	135
54	28	-	33
55	30	+	132
56	30	+	133
57	30	+	103
58	30	+	172
59	30	+	173
60	30	+	107
61	30	+	109
62	31	+	59
63	31	+	61
64	31	+	63
65	31	+	65
66	32	+	27
67	33	-	54
68	33	-	55
69	33	-	66
70	33	-	67
71	34	+	57
72	35	+	51
73	35	+	86
74	35	+	87
75	36	-	62
76	36	-	63
77	36	-	47
78	36	-	49
79	37	-	49
80	37	-	51
81	38	-	43
82	39	-	120
83	39	-	121
84	39	-	117
85	39	-	91
86	39	-	184
87	39	-	185
88	40	+	53
89	40	+	55
90	40	+	57
91	40	+	59
92	41	+	50
93	41	+	56
94	41	+	57
95	42	-	49
96	42	-	51
97	42	-	55
98	42	-	57
99	45	-	41
100	46	-	39
101	49	+	57
102	49	+	59
103	50	-	23
