TIME	EVENT	NODES
0	O	Root
6.058905365895216	D	Root;1;Root;2;Root;3
9.884991823393099	D	Root;3;Root;4;Root;5
17.48041262550099	S	Root;2;n1;6;n2;7
17.48041262550099	S	Root;4;n1;8;n2;9
17.48041262550099	S	Root;5;n1;10;n2;11
17.781002684693732	D	n1;8;n1;12;n1;13
20.0712906575407	S	n2;7;n3;14;n4;15
20.0712906575407	S	n2;9;n3;16;n4;17
20.0712906575407	S	n2;11;n3;18;n4;19
23.623252967945383	S	n1;6;n5;20;n6;21
23.623252967945383	S	n1;12;n5;22;n6;23
23.623252967945383	S	n1;13;n5;24;n6;25
23.623252967945383	S	n1;10;n5;26;n6;27
24.068200487474677	D	n6;25;n6;28;n6;29
24.298010644862092	D	n3;14;n3;30;n3;31
24.877098385302116	D	n3;31;n3;32;n3;33
26.064749467709557	L	n6;21
27.487822499537366	E	n3;30
27.487822499537366	E	n3;32
27.487822499537366	E	n3;33
27.487822499537366	E	n3;16
27.487822499537366	E	n3;18
27.58754350160303	D	n6;28;n6;34;n6;35
28.177540922207754	D	n5;26;n5;36;n5;37
28.25208337168313	S	n5;20;n7;38;n8;39
28.25208337168313	S	n5;22;n7;40;n8;41
28.25208337168313	S	n5;24;n7;42;n8;43
28.25208337168313	S	n5;36;n7;44;n8;45
28.25208337168313	S	n5;37;n7;46;n8;47
29.217557814892526	D	n6;35;n6;48;n6;49
30.041991865480057	D	n6;27;n6;50;n6;51
31.539863128050797	E	n6;23
31.539863128050797	E	n6;34
31.539863128050797	E	n6;48
31.539863128050797	E	n6;49
31.539863128050797	E	n6;29
31.539863128050797	E	n6;50
31.539863128050797	E	n6;51
33.85041944564136	S	n8;39;n9;52;n10;53
33.85041944564136	S	n8;41;n9;54;n10;55
33.85041944564136	S	n8;43;n9;56;n10;57
33.85041944564136	S	n8;45;n9;58;n10;59
33.85041944564136	S	n8;47;n9;60;n10;61
35.69449990392345	S	n9;52;n11;62;n12;63
35.69449990392345	S	n9;54;n11;64;n12;65
35.69449990392345	S	n9;56;n11;66;n12;67
35.69449990392345	S	n9;58;n11;68;n12;69
35.69449990392345	S	n9;60;n11;70;n12;71
