POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	16
1	1	-	17
2	1	-	28
3	1	-	29
4	2	+	21
5	4	-	54
6	5	-	20
7	5	-	15
8	6	+	22
9	7	-	66
10	7	-	34
11	7	-	35
12	9	-	54
13	9	-	55
14	9	-	49
15	10	-	12
16	10	-	48
17	10	-	35
18	10	-	27
19	12	-	42
20	15	-	44
21	15	-	45
22	15	-	13
23	16	+	85
24	16	+	66
25	16	+	67
26	16	+	98
27	16	+	99
28	16	+	32
29	16	+	33
30	17	+	58
31	17	+	32
32	17	+	33
33	17	+	23
34	18	+	36
35	18	+	60
36	18	+	61
37	18	+	136
38	18	+	101
39	21	-	3
40	25	-	43
41	27	-	22
42	27	-	23
43	28	+	17
44	29	-	30
45	29	-	31
46	30	-	37
47	32	+	3
48	33	+	104
49	33	+	105
50	33	+	59
51	33	+	51
52	33	+	68
53	33	+	112
54	33	+	113
55	34	+	26
56	34	+	21
57	36	-	44
58	36	-	108
59	36	-	43
60	37	+	68
61	37	+	40
62	37	+	41
63	38	-	24
64	38	-	25
65	38	-	20
66	38	-	26
67	39	-	3
68	40	-	54
69	40	-	75
70	41	-	18
71	41	-	19
72	42	+	100
73	42	+	236
74	42	+	121
75	42	+	82
76	42	+	83
77	43	-	28
78	43	-	30
79	43	-	54
80	44	-	3
81	45	+	25
82	45	+	11
83	46	+	16
84	46	+	104
85	46	+	105
86	48	+	3
87	49	-	52
88	49	-	29
89	49	-	92
90	49	-	93
91	49	-	65
92	49	-	61
