POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	20
1	2	+	36
2	3	+	18
3	5	-	22
4	6	+	18
5	7	-	40
6	7	-	42
7	7	-	44
8	9	-	18
9	9	-	20
10	10	-	16
11	13	-	30
12	13	-	32
13	13	-	34
14	15	-	16
15	16	+	26
16	17	+	28
17	18	+	40
18	19	-	18
19	21	-	18
20	21	-	20
21	23	+	32
22	24	-	34
23	24	-	36
24	24	-	38
25	24	-	40
26	24	-	42
27	25	-	32
28	25	-	34
29	25	-	36
30	25	-	38
31	26	+	18
32	27	-	30
33	28	+	24
34	29	-	14
35	30	-	24
36	33	+	62
37	33	+	64
38	35	-	28
39	35	-	30
40	36	-	52
41	36	-	54
42	36	-	56
43	37	+	32
44	37	+	34
45	37	+	36
46	38	-	28
47	39	-	12
48	40	-	26
49	40	-	28
50	41	-	22
51	41	-	24
52	41	-	26
53	41	-	28
54	42	+	84
55	42	+	86
56	42	+	88
57	42	+	90
58	42	+	92
59	42	+	94
60	42	+	96
61	42	+	98
62	43	-	22
63	45	+	22
64	4	-	24
65	46	+	30
66	48	+	30
67	48	+	32
68	49	-	42
69	49	-	44
70	49	-	46
71	49	-	48
72	50	-	16
73	50	-	18
