POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	13
1	2	+	26
2	3	+	11
3	5	-	12
4	6	+	13
5	7	-	24
6	7	-	25
7	7	-	38
8	9	-	16
9	9	-	17
10	10	-	11
11	13	-	21
12	13	-	26
13	13	-	27
14	15	-	11
15	16	+	11
16	17	+	13
17	18	+	14
18	19	-	13
19	21	-	13
20	21	-	15
21	23	+	13
22	24	-	26
23	24	-	27
24	24	-	25
25	24	-	32
26	24	-	19
27	25	-	15
28	25	-	24
29	25	-	25
30	25	-	19
31	26	+	11
32	27	-	21
33	28	+	11
34	29	-	13
35	30	-	11
36	33	+	41
37	33	+	50
38	35	-	27
39	35	-	21
40	36	-	27
41	36	-	30
42	36	-	31
43	37	+	19
44	37	+	24
45	37	+	25
46	38	-	17
47	39	-	11
48	40	-	20
49	40	-	24
50	41	-	16
51	41	-	17
52	41	-	20
53	41	-	15
54	42	+	70
55	42	+	71
56	42	+	45
57	42	+	78
58	42	+	79
59	42	+	63
60	42	+	49
61	42	+	68
62	43	-	11
63	45	+	13
64	4	-	23
65	46	+	15
66	48	+	19
67	48	+	21
68	49	-	30
69	49	-	31
70	49	-	41
71	49	-	39
72	50	-	14
73	50	-	15
