POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	14
1	2	+	35
2	2	+	32
3	3	+	16
4	5	-	21
5	7	-	72
6	7	-	73
7	7	-	50
8	7	-	51
9	7	-	74
10	7	-	75
11	10	-	19
12	12	-	24
13	12	-	25
14	15	-	14
15	4	-	20
16	16	+	24
17	16	+	28
18	16	+	23
19	16	+	50
20	17	+	20
21	17	+	21
22	18	+	59
23	19	-	27
24	21	-	16
25	23	+	30
26	23	+	53
27	23	+	34
28	23	+	35
29	23	+	38
30	23	+	39
31	23	+	37
32	23	+	29
33	24	-	28
34	24	-	33
35	25	-	42
36	26	+	30
37	27	-	26
38	28	+	18
39	28	+	30
40	28	+	40
41	28	+	41
42	28	+	39
43	30	-	18
44	30	-	26
45	33	+	52
46	33	+	69
47	33	+	56
48	34	+	14
49	35	-	60
50	35	-	24
51	36	-	34
52	36	-	36
53	36	-	40
54	36	-	62
55	36	-	63
56	36	-	86
57	36	-	87
58	37	+	26
59	37	+	28
60	38	-	22
61	40	-	18
62	40	-	42
63	40	-	43
64	42	+	66
65	42	+	74
66	42	+	77
67	42	+	65
68	43	-	20
69	43	-	21
70	43	-	24
71	44	-	20
72	44	-	22
73	44	-	24
74	45	+	30
75	46	+	24
76	41	-	21
77	46	+	26
78	48	+	24
79	48	+	52
80	48	+	53
81	49	-	34
82	49	-	36
