POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	-	41
1	3	+	50
2	3	+	52
3	3	+	42
4	3	+	44
5	5	-	36
6	6	+	30
7	7	-	108
8	9	-	50
9	9	-	52
10	9	-	53
11	10	-	36
12	12	-	34
13	13	-	83
14	13	-	78
15	13	-	79
16	15	-	36
17	16	+	70
18	16	+	72
19	18	+	132
20	18	+	133
21	18	+	106
22	18	+	108
23	18	+	110
24	18	+	112
25	30	-	48
26	18	+	114
27	18	+	116
28	19	-	38
29	19	-	40
30	23	+	80
31	24	-	84
32	24	-	86
33	24	-	88
34	24	-	90
35	25	-	78
36	25	-	80
37	25	-	82
38	25	-	84
39	26	+	62
40	26	+	52
41	27	-	54
42	27	-	58
43	28	+	66
44	28	+	67
45	29	-	34
46	32	+	20
47	33	+	106
48	33	+	108
49	33	+	110
50	34	+	30
51	35	-	68
52	35	-	70
53	36	-	112
54	36	-	135
55	36	-	129
56	37	+	74
57	4	-	48
58	4	-	56
59	4	-	57
60	39	-	26
61	39	-	27
62	40	-	78
63	42	+	190
64	42	+	192
65	42	+	194
66	42	+	196
67	42	+	198
68	42	+	200
69	42	+	222
70	42	+	223
71	43	-	52
72	43	-	53
73	44	-	54
74	44	-	55
75	45	+	50
76	46	+	60
77	46	+	62
78	46	+	64
79	48	+	72
80	48	+	76
81	49	-	94
