TIME	EVENT	NODES
0	O	Root
17.48041262550099	S	Root;1;n1;2;n2;3
20.0712906575407	S	n2;3;n3;4;n4;5
23.623252967945383	S	n1;2;n5;6;n6;7
27.487822499537366	E	n3;4
28.25208337168313	S	n5;6;n7;8;n8;9
31.539863128050797	E	n6;7
33.85041944564136	S	n8;9;n9;10;n10;11
35.24420082110923	D	n4;5;n4;12;n4;13
35.69449990392345	S	n9;10;n11;14;n12;15
35.80958368897179	S	n11;14;n13;16;n14;17
35.84003308740881	E	n14;17
37.42195764762091	D	n12;15;n12;18;n12;19
38.26736276447289	D	n4;12;n4;20;n4;21
40.17614895283947	D	n7;8;n7;22;n7;23
41.20061611946893	E	n12;18
41.20061611946893	E	n12;19
43.49186916900761	S	n10;11;n15;24;n16;25
44.592337476338976	S	n13;16;n17;26;n18;27
45.06322162628801	S	n4;20;n19;28;n20;29
45.06322162628801	S	n4;21;n19;30;n20;31
45.06322162628801	S	n4;13;n19;32;n20;33
45.29573844375236	S	n17;26;n21;34;n22;35
45.90469754500142	D	n20;29;n20;36;n20;37
47.218428785078885	S	n20;36;n23;38;n24;39
47.218428785078885	S	n20;37;n23;40;n24;41
47.218428785078885	S	n20;31;n23;42;n24;43
47.218428785078885	S	n20;33;n23;44;n24;45
47.39009584644335	S	n23;38;n25;46;n26;47
47.39009584644335	S	n23;40;n25;48;n26;49
47.39009584644335	S	n23;42;n25;50;n26;51
47.39009584644335	S	n23;44;n25;52;n26;53
47.86507693263344	S	n25;46;n27;54;n28;55
47.86507693263344	S	n25;48;n27;56;n28;57
47.86507693263344	S	n25;50;n27;58;n28;59
47.86507693263344	S	n25;52;n27;60;n28;61
48.215809234087786	S	n24;39;n29;62;n30;63
48.215809234087786	S	n24;41;n29;64;n30;65
48.215809234087786	S	n24;43;n29;66;n30;67
48.215809234087786	S	n24;45;n29;68;n30;69
48.23105563304068	S	n22;35;n31;70;n32;71
48.83702709004045	D	n27;60;n27;72;n27;73
48.98195628849717	S	n30;63;n33;74;n34;75
48.98195628849717	S	n30;65;n33;76;n34;77
48.98195628849717	S	n30;67;n33;78;n34;79
48.98195628849717	S	n30;69;n33;80;n34;81
49.5263064512221	D	n7;23;n7;82;n7;83
49.53747667736787	D	n34;77;n34;84;n34;85
49.57512413856676	S	n16;25;n35;86;n36;87
49.6783235752034	D	n34;85;n34;88;n34;89
49.77851864598951	F	n32;71
49.77851864598951	F	n21;34
49.77851864598951	F	n15;24
49.77851864598951	F	n29;62
49.77851864598951	F	n29;64
49.77851864598951	F	n29;66
49.77851864598951	F	n29;68
49.77851864598951	F	n36;87
49.77851864598951	F	n34;75
49.77851864598951	F	n34;84
49.77851864598951	F	n34;88
49.77851864598951	F	n34;89
49.77851864598951	F	n34;79
49.77851864598951	F	n34;81
49.77851864598951	F	n26;47
49.77851864598951	F	n26;49
49.77851864598951	F	n26;51
49.77851864598951	F	n26;53
49.77851864598951	F	n18;27
49.77851864598951	F	n28;55
49.77851864598951	F	n28;57
49.77851864598951	F	n28;59
49.77851864598951	F	n28;61
49.77851864598951	F	n7;22
49.77851864598951	F	n7;82
49.77851864598951	F	n7;83
49.77851864598951	F	n27;54
49.77851864598951	F	n27;56
49.77851864598951	F	n27;58
49.77851864598951	F	n27;72
49.77851864598951	F	n27;73
49.77851864598951	F	n19;28
49.77851864598951	F	n19;30
49.77851864598951	F	n19;32
49.77851864598951	F	n33;74
49.77851864598951	F	n33;76
49.77851864598951	F	n33;78
49.77851864598951	F	n33;80
49.77851864598951	F	n35;86
49.77851864598951	F	n31;70
