Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
dataset_039	T039	24	1	1	3.5214	0.832283	1.52541	((((15_0_0:0.11558284,((13_0_0:0.01434615,14_0_0:0.00362758):0.03911765,(14_7_0:0.00269248,13_7_0:0.00938142):0.02364076):0.02533052):0.00437377,(12_6_0:0.02479660,12_0_0:0.00813812):0.07997989):0.15981694,((14_8_0:0.02948850,(13_5_0:0.01525152,14_5_0:0.00173849):0.01637550):0.02331997,15_5_0:0.17427317):0.14281811):0.51519216,(((4_0_0:0.00473105,6_0_0:0.00932378):0.29493727,(6_3_0:0.01004281,4_3_0:0.01476044):0.22282781):0.23553741,(((((5_3_0:0.00464855,1_3_0:0.01823138):0.01478525,8_3_0:0.02577405):0.01455820,(2_4_0:0.02752772,2_3_0:0.01803086):0.01974031):0.05425474,(11_1_0:0.05332609,9_1_0:0.07176058):0.02837733):0.22202484,(11_0_0:0.03379872,9_0_0:0.09303826):0.44855158):0.14555829):0.00597526);

dataset_040	T040	7	1	1	1.48832	0.705861	1.23952	((((13_0_0:0.00109861,14_0_0:0.00322450):0.02577249,(14_2_0:0.00185021,13_2_0:0.03506317):0.15559970):0.00912187,(15_1_0:0.01707042,15_0_0:0.15687663):0.36928563):0.00749869,12_0_0:0.70586070);

dataset_041	T041	6	1	1	0.289183	0.113446	0.222039	((2_0_0:0.02503953,((5_0_0:0.01526569,1_0_0:0.02963092):0.02287976,8_0_0:0.02679043):0.04667341):0.00940957,(6_0_0:0.00423998,4_0_0:0.00004754):0.10920585);

dataset_042	T042	9	1	1	0.580093	0.239481	0.394433	(9_0_0:0.23948118,((7_0_0:0.02194009,(10_0_0:0.01091790,3_0_0:0.00600065):0.00348242):0.05627765,(10_1_0:0.06445775,((3_1_0:0.00772595,7_1_0:0.02214171):0.00757756,(3_2_0:0.00949556,7_2_0:0.01821161):0.00980198):0.01208692):0.03849504):0.05199862);

dataset_043	T043	6	1	1	0.545081	0.377682	0.528864	((12_0_0:0.00399847,(15_0_0:0.00637554,(13_0_0:0.00027414,14_0_0:0.00013846):0.01350956):0.00602611):0.13137154,(4_0_0:0.00570446,6_0_0:0.01969507):0.35798740);

dataset_044	T044	18	1	1	2.97204	0.717049	1.25224	((((11_1_0:0.04995274,9_1_0:0.15373014):0.31708896,(((((1_0_0:0.03219218,5_0_0:0.01119324):0.01710142,(1_2_0:0.03955941,5_2_0:0.01493144):0.02020085):0.00359667,8_0_0:0.03848707):0.05059480,12_0_0:0.13096391):0.01817132,((13_0_0:0.03181229,14_0_0:0.00328109):0.09810102,15_0_0:0.13600374):0.00511198):0.50051467):0.04534920,10_0_0:0.32269597):0.02204944,((((7_0_0:0.04111516,3_0_0:0.01619764):0.01868534,11_0_0:0.03766285):0.02959574,9_0_0:0.10357472):0.11702856,(6_0_0:0.01148798,4_0_0:0.01030253):0.27200375):0.25169808);

dataset_045	T045	12	1	1	0.892763	0.288115	0.552716	((((9_16_0:0.02314308,9_14_0:0.13221554):0.03985250,((9_12_0:0.02061177,9_18_0:0.00721234):0.02616220,9_15_0:0.04536969):0.07242261):0.04930309,11_12_0:0.03492615):0.04322922,(11_21_0:0.06125205,((9_20_0:0.00553034,9_13_0:0.01865548):0.21710133,((11_23_0:0.00422758,11_24_0:0.00410271):0.00063268,11_13_0:0.02545422):0.00899984):0.00542114):0.04693728);

dataset_046	T046	8	1	1	0.737997	0.283878	0.453059	((2_6_0:0.04043118,(8_6_0:0.04050077,1_6_0:0.13978819):0.03204234):0.11204789,((1_1_0:0.07048001,8_1_0:0.04689383):0.02408513,(8_7_0:0.04904509,(1_7_0:0.04473190,5_7_0:0.01394343):0.02408720):0.02530493):0.07461497);

dataset_047	T047	19	1	1	4.2188	1.86063	2.51518	(((((3_1_0:0.01261079,(7_1_0:0.01275121,7_3_0:0.01049288):0.00311252):0.03103474,10_1_0:0.14585034):0.06539880,(4_4_0:0.02162953,6_4_0:0.01498967):0.29864195):0.11319945,(((5_4_0:0.03613855,1_4_0:0.03357468):0.01558211,8_4_0:0.03303118):0.03583175,2_4_0:0.01630998):0.24042567):0.22108325,(((9_1_0:0.08544618,9_2_0:0.02560550):0.08649696,11_1_0:0.06369274):0.58780805,((2_0_0:0.05089054,((1_0_0:0.06250600,5_0_0:0.00757117):0.02624025,8_0_0:0.15698437):0.05856695):0.23450047,(4_0_0:0.02121297,6_0_0:0.03028019):0.24006336):0.01837060):1.10087828);

dataset_048	T048	3	1	1	0.205834	0.134571	0.203637	(12_0_0:0.13457074,(13_0_0:0.01050712,14_0_0:0.00219611):0.05855956);

dataset_049	T049	24	1	1	5.41241	1.1195	2.04065	(((((12_4_0:0.16350263,((13_4_0:0.03554830,14_4_0:0.00266558):0.07176567,15_4_0:0.21062863):0.00535891):0.10701434,(12_6_0:0.23503525,((13_6_0:0.02964122,14_6_0:0.00343617):0.08283255,15_6_0:0.18170659):0.00596018):0.12369969):0.15346054,(((14_5_0:0.00298395,13_5_0:0.02393379):0.12118232,12_5_0:0.11746550):0.24836952,((13_3_0:0.03199098,14_3_0:0.00346844):0.05807865,12_3_0:0.15591441):0.30670770):0.01659439):0.08801077,(((9_1_0:0.21440806,11_1_0:0.09143464):0.25270428,((12_0_0:0.00889757,11_0_0:0.00541794):0.05417511,9_0_0:0.18367556):0.27951211):0.02865513,((3_2_0:0.01223423,3_0_0:0.01265883):0.00412297,7_0_0:0.02946929):0.14779421):0.05595110):0.32094565,(13_0_0:0.03021006,14_0_0:0.00389515):1.08928709);

dataset_050	T050	25	1	1	1.71451	0.579757	0.931438	((((((((2_0_0:0.00514278,8_0_0:0.00369001):0.00559385,(1_0_0:0.01661676,5_0_0:0.00280447):0.00604707):0.00758226,12_2_0:0.01626400):0.01092622,(4_1_0:0.00772063,6_1_0:0.00519783):0.03393219):0.02868252,(2_1_0:0.00930683,((5_1_0:0.00313905,1_1_0:0.01484186):0.00268312,(7_0_0:0.00524652,8_1_0:0.00918354):0.00704545):0.00550983):0.05234621):0.05990220,(9_0_0:0.02817945,11_0_0:0.01762170):0.03169859):0.02236903,((10_0_0:0.03514350,3_0_0:0.02283572):0.03829566,(15_2_0:0.04910553,(14_2_0:0.00086222,13_2_0:0.01322446):0.04782032):0.00098118):0.40540769):0.10091038,((6_0_0:0.00328350,4_0_0:0.01060040):0.13507175,(12_0_0:0.06896642,((13_0_0:0.00665347,14_0_0:0.00075035):0.04456200,15_0_0:0.02496237):0.00308314):0.23672549):0.04598885);

dataset_051	T051	24	1	1	3.72124	0.696919	1.24581	((((6_0_0:0.01343553,4_0_0:0.00778855):0.21467197,(6_5_0:0.01393929,4_5_0:0.01250763):0.19862599):0.05195324,((8_0_0:0.02536076,(5_0_0:0.00977822,1_0_0:0.02942301):0.03337653):0.01752175,2_0_0:0.05860346):0.17990783):0.26043703,((((((3_4_0:0.00903946,7_4_0:0.01527101):0.01505315,10_4_0:0.08489652):0.16639326,(10_2_0:0.06692605,3_2_0:0.03003636):0.06277670):0.02591865,11_2_0:0.33914149):0.03065800,((11_0_0:0.04843313,9_0_0:0.20338554):0.16699752,((7_3_0:0.01894810,3_3_0:0.01780445):0.01569641,(7_2_0:0.02827105,10_3_0:0.01566119):0.05026494):0.14051935):0.01629805):0.28619912,((9_1_0:0.04552561,11_1_0:0.09050238):0.28549882,(3_1_0:0.02369016,7_1_0:0.01085916):0.06227546):0.19692906):0.02403838);

dataset_052	T052	19	1	1	4.88671	1.4281	2.53842	((11_0_0:0.47379458,((3_0_0:0.01282943,7_0_0:0.07898820):0.10146068,((15_0_0:0.14857041,(14_0_0:0.00486785,13_0_0:0.02455952):0.08502799):0.00459435,((7_1_0:0.04494510,3_1_0:0.03065362):0.04439259,10_1_0:0.10495423):0.03044998):0.03300437):0.06294367):0.63653139,((12_0_0:0.11068784,(1_0_0:0.02062372,10_0_0:0.01655877):0.11606244):0.72736084,(((4_0_0:0.01658033,6_0_0:0.00934105):0.15495778,(8_0_0:0.07765593,2_0_0:0.10285699):0.09089571):0.07046527,(11_1_0:0.13020158,(5_0_0:0.04130349,9_1_0:0.03848762):0.23268791):0.31285793):0.13050309):0.56404880);

dataset_053	T053	19	1	1	4.37524	1.47995	2.60406	((((10_0_0:0.15081504,(7_0_0:0.02567463,(3_0_0:0.00431380,12_0_0:0.01532181):0.00029826):0.01873291):0.09934490,(11_0_0:0.05169982,9_0_0:0.31078783):0.37391943):0.47558779,((15_1_0:0.12311651,(14_1_0:0.00018623,13_1_0:0.02648517):0.05392485):0.00966796,12_1_0:0.05163010):1.31098013):0.03618611,((15_0_0:0.44624829,(13_0_0:0.02767796,14_0_0:0.00100391):0.08514154):0.20095504,((2_0_0:0.01557804,(8_0_0:0.00802472,(5_0_0:0.02107265,1_0_0:0.01511554):0.00282783):0.01076740):0.11163015,(4_0_0:0.00982911,6_0_0:0.02329247):0.02902770):0.01710831):0.21126550);

dataset_054	T054	48	1	1	9.12799	1.82599	3.116	(((((10_0_0:0.15627825,7_0_0:0.12229414):0.03508269,(3_32_0:0.01518889,7_32_0:0.02521207):0.05975098):0.00752201,(6_37_0:0.01840981,4_37_0:0.02138945):0.24617583):0.20730804,((((6_43_0:0.00698751,6_44_0:0.00537653):0.02933916,4_43_0:0.02674617):0.02681438,(6_39_0:0.01026011,4_39_0:0.02385650):0.01246533):0.07906437,(((3_8_0:0.01842942,7_8_0:0.04262455):0.00562171,7_34_0:0.05868721):0.05050837,10_8_0:0.14918722):0.12770356):0.25520944):1.29388731,((((7_33_0:0.03381301,3_33_0:0.02726483):0.05941969,10_33_0:0.10388518):0.18171698,((((((11_30_0:0.00263338,11_29_0:0.00296527):0.00029306,11_14_0:0.00163416):0.10010806,(11_27_0:0.02445266,11_28_0:0.02088417):0.09151703):0.00274068,9_14_0:0.27231138):0.23763837,((11_15_0:0.07497725,11_25_0:0.09907339):0.00717446,(9_15_0:0.06585494,((9_16_0:0.09429780,11_11_0:0.05955612):0.00887354,9_17_0:0.16484781):0.02774009):0.03433560):0.27189533):0.00992416,(11_26_0:0.04573646,(11_8_0:0.11059696,((9_12_0:0.09939826,9_20_0:0.04004303):0.25834747,9_19_0:0.13426800):0.01808533):0.04710639):0.21797435):0.12481627):0.31020264,(((11_23_0:0.05927545,(11_24_0:0.07384024,11_22_0:0.03779234):0.01975163):0.07867065,((10_32_0:0.03745717,1_40_0:0.05318456):0.00847290,5_40_0:0.01577075):0.16666941):0.42773739,((((5_45_0:0.01729798,1_45_0:0.11928995):0.02592588,(5_0_0:0.02249685,1_0_0:0.03072429):0.03295044):0.00695251,8_0_0:0.04846375):0.07847640,(2_46_0:0.00762348,2_0_0:0.01548469):0.05852596):0.59670844):0.28512911):0.17753334);

dataset_055	T055	26	1	1	2.13286	0.582167	0.884124	(((9_17_0:0.01031797,9_4_0:0.00410201):0.50949722,(((7_27_0:0.01431694,3_27_0:0.00175769):0.00644278,10_27_0:0.04915753):0.23002605,((11_11_0:0.02022699,(9_19_0:0.00183883,9_22_0:0.00294927):0.01704840):0.23416557,((11_3_0:0.00973075,9_14_0:0.01495322):0.03124055,11_14_0:0.00393049):0.05743769):0.09486866):0.01504714):0.06235219,((((7_25_0:0.00198027,7_30_0:0.00280965):0.00236993,3_25_0:0.00129892):0.05348442,(11_12_0:0.03419150,((11_4_0:0.00161502,9_15_0:0.00282011):0.03104183,11_24_0:0.00685851):0.00722489):0.06132763):0.05428101,(((9_18_0:0.02398727,(10_6_0:0.02992959,(9_21_0:0.01080808,9_11_0:0.00634278):0.00935249):0.00384445):0.02791696,(10_7_0:0.01576878,(3_6_0:0.00861185,7_6_0:0.03577914):0.00607498):0.01429259):0.01278465,10_26_0:0.06039072):0.07005605):0.14421131);

dataset_056	T056	37	1	1	2.59752	0.315082	0.629084	((((4_1_0:0.01787227,6_1_0:0.01201076):0.08023178,(4_16_0:0.02031936,6_16_0:0.02098523):0.08380033):0.05180866,((6_13_0:0.01798097,4_13_0:0.02445646):0.11556610,((6_17_0:0.01823503,4_17_0:0.01286002):0.15156258,(6_14_0:0.01309691,4_14_0:0.00913545):0.15256910):0.03178969):0.04945281):0.06404146,((((8_22_0:0.05503013,1_22_0:0.10142622):0.04228202,(((((5_25_0:0.00406358,5_20_0:0.00616226):0.01015981,1_20_0:0.02825306):0.05301210,(8_30_0:0.07820224,(8_20_0:0.01062254,(8_31_0:0.00293208,8_32_0:0.00369648):0.01018857):0.03282800):0.00009029):0.03615397,((1_29_0:0.01335935,1_23_0:0.02061527):0.01521164,5_23_0:0.01044457):0.06423126):0.01076306,2_20_0:0.03864379):0.00807529):0.02753304,((2_35_0:0.08345062,(1_21_0:0.03489357,5_21_0:0.00717045):0.06821704):0.02570945,(8_19_0:0.04112135,(((1_28_0:0.01498048,1_27_0:0.00533280):0.02517096,1_19_0:0.03872613):0.00706218,1_24_0:0.04227656):0.02288914):0.06684046):0.01403765):0.12120068,((8_9_0:0.02580075,(5_9_0:0.00770169,1_9_0:0.02682661):0.05045812):0.02725935,(2_34_0:0.01175589,(5_22_0:0.00408057,5_26_0:0.00559841):0.00299482):0.07238341):0.09026055):0.02156036);

dataset_057	T057	17	1	1	2.31439	1.02669	1.33335	((8_1_0:0.01973755,(1_1_0:0.00052398,5_1_0:0.00689199):0.02204817):0.27771961,((((14_2_0:0.00007144,13_2_0:0.00175803):0.01134701,((14_5_0:0.00423688,(13_9_0:0.00073884,13_5_0:0.02186123):0.00256501):0.00102049,15_2_0:0.03144328):0.03023464):0.21275014,15_6_0:0.24390823):0.05718446,((((14_3_0:0.00312307,13_3_0:0.01377587):0.02039902,15_7_0:0.17616589):0.03691140,(15_3_0:0.02762073,15_8_0:0.00994789):0.00830892):0.19511336,(12_5_0:0.14850891,15_5_0:0.10447741):0.00549158):0.56688620):0.05161417);

dataset_058	T058	23	1	1	1.23084	0.360411	0.484851	((6_0_0:0.01570094,4_0_0:0.00680821):0.10873890,((((2_7_0:0.01461740,((1_3_0:0.00791391,8_3_0:0.00283241):0.01927184,5_3_0:0.00845615):0.00342282):0.01522475,(8_7_0:0.01465895,2_3_0:0.01638463):0.00597954):0.10799659,((6_5_0:0.01159103,4_5_0:0.02508949):0.06821736,(6_3_0:0.01585324,4_3_0:0.00848963):0.04411798):0.06565771):0.05175068,(((2_6_0:0.02300619,(8_6_0:0.03432831,(5_6_0:0.00382697,1_6_0:0.00399979):0.00354195):0.01311437):0.01096743,(((5_7_0:0.01617539,1_7_0:0.04167080):0.00619385,(5_8_0:0.00168494,1_8_0:0.03784932):0.00828352):0.03076597,9_0_0:0.01056429):0.04328975):0.07270916,(7_0_0:0.01492130,3_0_0:0.01581356):0.03358235):0.05081633):0.11496518);

dataset_059	T059	8	1	1	2.37078	1.39157	1.89243	(12_0_0:1.39156810,((2_0_0:0.10542408,((5_0_0:0.01363879,1_0_0:0.04965150):0.05601603,(8_0_0:0.03289433,8_1_0:0.03138960):0.00549812):0.00767287):0.17101778,(4_0_0:0.02647309,6_0_0:0.00514680):0.35096621):0.12341911);

dataset_060	T060	106	1	1	2.62669	0.283997	0.516714	((((((((10_261_0:0.00640235,3_230_0:0.00278389):0.00158815,3_231_0:0.00241669):0.00168323,(11_127_0:0.00153304,11_125_0:0.00121012):0.00415390):0.00270466,7_219_0:0.01164083):0.01241600,(9_101_0:0.02212010,7_181_0:0.01686611):0.01371929):0.01433307,10_193_0:0.04615391):0.07820437,(((((((7_223_0:0.00303703,(10_246_0:0.00432814,11_144_0:0.00178828):0.00207758):0.00249614,7_238_0:0.00711385):0.00414286,(3_224_0:0.00780702,7_224_0:0.01387132):0.00005782):0.00032929,10_264_0:0.02830572):0.00832194,(10_262_0:0.01772773,(10_210_0:0.01358365,10_263_0:0.01262236):0.00040286):0.00991723):0.01482564,((11_75_0:0.01070309,(3_211_0:0.00645844,7_211_0:0.01606480):0.01055904):0.00326908,((10_265_0:0.01089958,10_266_0:0.00703219):0.02244250,9_103_0:0.02358038):0.00247538):0.00470689):0.02535446,((7_228_0:0.00507438,3_228_0:0.00601570):0.01882930,(((11_82_0:0.00209409,11_128_0:0.00103046):0.01197109,9_113_0:0.01952164):0.00565699,(((3_195_0:0.00122337,9_60_0:0.00395641):0.00447339,10_267_0:0.01876592):0.00822357,(((10_255_0:0.00466172,10_252_0:0.00576981):0.00994307,10_254_0:0.02772769):0.00549930,((10_195_0:0.01460526,(11_139_0:0.00412241,11_137_0:0.00287985):0.00290756):0.00138093,(((11_140_0:0.00168894,10_253_0:0.00558754):0.00282776,(10_256_0:0.00142896,10_258_0:0.00332406):0.00353533):0.00078228,(11_65_0:0.00163129,3_190_0:0.00049686):0.00242865):0.00774183):0.00873564):0.00562519):0.00187934):0.00462037):0.03207973):0.06797181):0.08731341,((((10_204_0:0.04770054,((11_142_0:0.00739046,11_141_0:0.00403509):0.00177782,((7_184_0:0.00481821,(3_235_0:0.00060181,3_196_0:0.00135257):0.00189971):0.00018647,7_237_0:0.00584678):0.00359660):0.00537565):0.00077615,((10_259_0:0.00541170,3_223_0:0.00102939):0.02563371,10_205_0:0.01912303):0.00056771):0.11823404,(((((10_184_0:0.04097785,10_249_0:0.04379661):0.00278111,(3_232_0:0.00360614,(3_184_0:0.00174099,9_107_0:0.00637562):0.00149528):0.00831250):0.00675060,((11_154_0:0.00786329,(11_160_0:0.00062123,11_163_0:0.00134800):0.00396391):0.00463615,(11_161_0:0.00364440,(11_164_0:0.00082677,11_150_0:0.00149903):0.00255311):0.00589867):0.00775192):0.00185719,(3_233_0:0.00587268,7_190_0:0.00820884):0.02538558):0.02360525,((3_234_0:0.00598502,7_196_0:0.01114945):0.00484066,(11_122_0:0.00278850,11_49_0:0.00310250):0.00632935):0.06065737):0.04616411):0.03882750,((((11_155_0:0.02235095,((11_151_0:0.00510511,11_162_0:0.00385932):0.00585114,(11_156_0:0.00688570,10_245_0:0.00889334):0.00723956):0.00030389):0.00270587,11_87_0:0.02062191):0.00144009,11_152_0:0.01129558):0.17707934,((((3_225_0:0.00264412,(10_247_0:0.00212543,10_191_0:0.00121669):0.00269197):0.01441122,(11_132_0:0.00464477,11_131_0:0.00400248):0.02359127):0.03625250,((9_111_0:0.02307142,((11_135_0:0.00048565,11_133_0:0.00056157):0.00190440,11_134_0:0.00208359):0.01111312):0.03506949,7_175_0:0.02143506):0.02141710):0.00348363,((((9_108_0:0.00616993,9_105_0:0.00550698):0.01932156,(9_65_0:0.01520999,((9_109_0:0.00389755,9_110_0:0.00357394):0.00041230,9_106_0:0.00662361):0.00976204):0.00152204):0.02232408,((11_145_0:0.00896786,9_116_0:0.01340894):0.04634297,((7_229_0:0.00843536,3_229_0:0.00508228):0.00500311,(11_147_0:0.00383097,(7_197_0:0.00032725,7_239_0:0.00071243):0.00885454):0.00905395):0.00728027):0.00225124):0.01982683,((10_243_0:0.00847365,(10_244_0:0.00759419,10_177_0:0.00849642):0.00702770):0.00806140,10_240_0:0.02139724):0.06998900):0.01143499):0.06541483):0.05787314):0.02254810);

dataset_061	T061	20	1	1	0.776499	0.209189	0.38417	(((2_17_0:0.01274769,((2_8_0:0.00125783,5_8_0:0.00118648):0.00221034,2_18_0:0.00320804):0.00256899):0.00298626,(4_0_0:0.00789410,6_0_0:0.01403968):0.01126661):0.14967434,((7_5_0:0.01743620,3_5_0:0.00785371):0.05223404,(((8_8_0:0.04747628,(1_8_0:0.01763152,1_16_0:0.03285192):0.00097569):0.04233464,(4_13_0:0.01062280,6_13_0:0.01669392):0.02966468):0.01029390,(((4_9_0:0.01398198,5_16_0:0.00371799):0.00080996,6_9_0:0.02478343):0.01615707,((4_14_0:0.01016594,6_14_0:0.00892292):0.00426015,(6_15_0:0.00643808,4_15_0:0.00817861):0.02019615):0.00490991):0.04978206):0.00242899):0.10665562);

dataset_062	T062	10	1	1	0.517621	0.136756	0.244416	((12_0_0:0.08655458,((13_0_0:0.00731456,14_0_0:0.00152034):0.02850502,15_0_0:0.07023747):0.00084004):0.02110542,((((13_2_0:0.01230469,14_2_0:0.00111994):0.03762705,15_2_0:0.02410002):0.01180971,(4_0_0:0.00530108,6_0_0:0.00473583):0.06618922):0.00159999,12_2_0:0.10242958):0.03432598);

dataset_063	T063	14	1	1	4.46093	1.79597	2.74227	(((15_0_0:0.18608050,(14_0_0:0.00328044,13_0_0:0.03624424):0.05578881):0.00665070,12_0_0:0.16293765):1.60323440,((((3_0_0:0.02198420,7_0_0:0.03208312):0.04408191,10_0_0:0.15171822):0.19080025,(11_0_0:0.05133742,9_0_0:0.19167587):0.42403222):0.27412580,(((1_0_0:0.02505268,5_0_0:0.01444406):0.05292661,2_0_0:0.03431681):0.12649323,(4_0_0:0.01209378,6_0_0:0.00926207):0.31881402):0.37499854):0.05646978);

dataset_064	T064	11	1	1	0.845047	0.425817	0.653462	((((8_0_0:0.03717618,(5_0_0:0.00809400,(1_0_0:0.00028233,11_0_0:0.00004549):0.01301770):0.01184667):0.03933984,2_0_0:0.01823776):0.00777036,(6_0_0:0.00924743,4_0_0:0.00739546):0.07561062):0.34095924,((7_0_0:0.00654990,9_0_0:0.02134145):0.01534173,(3_0_0:0.00514617,10_0_0:0.01622241):0.06345785):0.14796429);

dataset_065	T065	20	1	1	1.20286	0.312115	0.472644	(((((1_37_0:0.02806820,5_37_0:0.01128606):0.03491438,2_37_0:0.01990293):0.09544171,(((5_40_0:0.01015426,1_40_0:0.02851901):0.01409621,(5_44_0:0.00876480,1_44_0:0.02230834):0.02202819):0.01802658,(2_40_0:0.00989022,2_45_0:0.00299974):0.02967907):0.08550737):0.04777431,(2_46_0:0.01398901,((1_41_0:0.01853285,5_41_0:0.00751253):0.01080233,8_41_0:0.04050460):0.01212101):0.16906175):0.09042766,(((6_30_0:0.00641520,4_30_0:0.01669507):0.02584710,4_33_0:0.03101934):0.06672418,((6_32_0:0.01044926,4_32_0:0.00539940):0.03074532,(6_28_0:0.00781624,4_28_0:0.00804985):0.02205542):0.07363566):0.04569864);

dataset_066	T066	22	1	1	3.75254	0.880205	1.6573	(((((10_1_0:0.08792583,(7_1_0:0.04468526,3_1_0:0.02098325):0.03380970):0.01367057,(10_0_0:0.11160408,(7_0_0:0.04731165,3_0_0:0.01799765):0.03877559):0.01684384):0.13902660,(9_0_0:0.16614561,11_0_0:0.11099215):0.27926398):0.31839506,((((3_2_0:0.00089285,6_4_0:0.00223645):0.01262834,4_4_0:0.01155542):0.12990686,(6_3_0:0.01188941,4_3_0:0.01407608):0.14484991):0.14225140,((8_3_0:0.05245831,(1_3_0:0.03706418,5_3_0:0.00909844):0.03498721):0.02570842,2_3_0:0.03632542):0.14404331):0.37867346):0.01328747,(12_6_0:0.13277127,((13_6_0:0.04211786,(14_6_0:0.00067032,14_7_0:0.00105034):0.00198531):0.06741992,15_6_0:0.10456365):0.00516018):0.74743399);

dataset_067	T067	10	1	1	1.97416	1.11221	1.53199	((12_0_0:0.12005258,((14_0_0:0.00364079,13_0_0:0.02372426):0.07047902,15_0_0:0.11906723):0.00343779):0.98970636,((2_0_0:0.03349135,(8_0_0:0.03799859,(1_0_0:0.03293310,5_0_0:0.00889778):0.01635795):0.01782530):0.09059622,(4_0_0:0.01409659,6_0_0:0.00841592):0.12136487):0.26207049);

dataset_068	T068	58	1	1	3.92874	1.03053	1.45142	(((((((12_38_0:0.00953432,12_44_0:0.01698523):0.04996789,((13_30_0:0.01305526,(14_62_0:0.00137002,14_30_0:0.00095039):0.00064566):0.00693830,(15_29_0:0.05075541,(15_46_0:0.00630396,15_45_0:0.00830974):0.03094610):0.00298290):0.01365685):0.02669654,12_30_0:0.08409280):0.06422133,((((12_42_0:0.01593611,12_43_0:0.01231372):0.00008510,12_36_0:0.00908289):0.03239401,(((14_50_0:0.00102231,(13_50_0:0.00241409,13_63_0:0.00163587):0.01027766):0.04558508,((15_48_0:0.02160093,15_31_0:0.02025635):0.02378213,(((14_59_0:0.00036420,14_24_0:0.00056496):0.00023190,14_58_0:0.00076891):0.00117921,13_24_0:0.01683323):0.02480029):0.00141218):0.00911260,((13_38_0:0.02484530,14_38_0:0.00166930):0.00618785,(14_57_0:0.00193657,13_57_0:0.01085088):0.00678839):0.01887176):0.00252935):0.02981049,(13_33_0:0.01816575,14_33_0:0.00120023):0.08932413):0.02593017):0.03001186,(14_29_0:0.24343675,((15_21_0:0.11936262,(13_21_0:0.00811818,14_21_0:0.00119090):0.10440519):0.00219208,(12_21_0:0.06010151,12_40_0:0.05737451):0.01583596):0.07092693):0.02573884):0.12930056,(((((12_41_0:0.01597808,14_61_0:0.00158466):0.00058558,13_55_0:0.02157941):0.05793250,(13_16_0:0.00798585,14_16_0:0.00219248):0.08777119):0.05353917,(12_37_0:0.06964071,12_39_0:0.10715432):0.04275879):0.00469616,(15_35_0:0.03767262,(12_16_0:0.05178566,((14_52_0:0.00156206,13_52_0:0.01631303):0.01616018,(13_35_0:0.01425494,(14_60_0:0.00148769,14_35_0:0.00185290):0.00034764):0.01575772):0.00950641):0.02245697):0.04120637):0.17775745):0.02240670,((15_15_0:0.05449339,12_25_0:0.02220503):0.07165068,((((14_36_0:0.00138389,13_36_0:0.01292403):0.00084509,((13_64_0:0.00342321,13_56_0:0.00383375):0.01450353,(14_56_0:0.00045174,13_29_0:0.00554233):0.00127082):0.00263534):0.01994449,15_25_0:0.09541003):0.02979660,(14_25_0:0.00340553,13_25_0:0.01680781):0.01378574):0.00234269):0.90298388);

dataset_069	T069	15	1	1	3.75335	1.31416	2.48467	(((((8_3_0:0.08131364,8_2_0:0.03229512):0.02559111,((14_0_0:0.00276654,5_2_0:0.01126128):0.01323708,1_2_0:0.10365788):0.06031118):0.06563444,(2_2_0:0.02323241,(1_0_0:0.00371327,5_0_0:0.00042450):0.02011176):0.05472314):0.13396965,(12_0_0:0.14598260,(8_0_0:0.13256127,2_0_0:0.05240827):0.05351251):0.41544779):0.71263712,((12_6_0:0.00292029,13_0_0:0.00270005):0.60252930,(4_2_0:0.01465629,6_2_0:0.02805240):0.39263048):0.56506634);

dataset_070	T070	10	1	1	1.43156	0.555635	1.05937	((9_0_0:0.08901653,(((9_3_0:0.02487188,9_2_0:0.03892535):0.04552716,11_6_0:0.02039887):0.00906324,11_0_0:0.05333572):0.00378759):0.45833170,((11_1_0:0.04870285,(11_5_0:0.00544182,9_1_0:0.01724899):0.06490718):0.18069608,(3_1_0:0.01527379,7_1_0:0.01415346):0.10099405):0.24088583);

dataset_071	T071	11	1	1	1.34063	0.599441	0.892155	((((15_0_0:0.00423468,15_6_0:0.00797784):0.10639280,(14_0_0:0.00472337,13_0_0:0.08180642):0.06719666):0.00185728,12_0_0:0.09560831):0.44858084,(((4_0_0:0.01643844,6_0_0:0.00833170):0.06400168,(4_4_0:0.02306698,6_4_0:0.02396774):0.11014105):0.06322027,(4_2_0:0.00924687,6_2_0:0.01814047):0.09031682):0.09538471);

dataset_072	T072	6	1	1	0.989235	0.398951	0.733141	(((9_0_0:0.09419742,9_2_0:0.07386719):0.04868265,11_0_0:0.04713845):0.19131084,((11_1_0:0.04886390,9_1_0:0.07897803):0.01697250,11_3_0:0.08622426):0.30299998);

dataset_073	T073	11	1	1	0.639804	0.222818	0.371219	(((((3_0_0:0.03111912,(9_0_0:0.00506052,7_0_0:0.00343188):0.01243780):0.00168464,((3_1_0:0.01632668,7_1_0:0.01407099):0.00504135,10_0_0:0.03855151):0.03122552):0.03735407,11_0_0:0.08688844):0.10187511,10_1_0:0.07130533):0.01381153,((7_2_0:0.00683105,3_2_0:0.00279556):0.01159156,10_2_0:0.07075683):0.07764427);

