TIME	EVENT	NODES
24.0257011328033	D	45_7;45_10;45_11
24.068200487474677	D	30_25;30_28;30_29
24.325934730392735	D	31_15;31_20;31_21
24.341152105095187	L	26_21
24.54922718077603	L	36_15
25.418910877375257	L	5_7
25.475141208254588	L	24_13
25.66424380524588	D	31_20;31_22;31_23
25.684805526689964	D	35_13;35_16;35_17
25.740222329559895	L	20_25
26.064749467709557	L	30_21
26.38777280854878	D	35_16;35_18;35_19
26.500310296573115	L	39_35
26.77435404592977	L	33_13
26.898008344333917	D	22_7;22_10;22_11
27.58754350160303	D	30_28;30_34;30_35
27.68578451919021	D	10_15;10_16;10_17
28.138940364893415	D	50_9;50_10;50_11
28.695008500329592	D	2_7;2_10;2_11
28.78741224516663	L	9_35
29.217557814892526	D	30_35;30_48;30_49
29.2778006490995	D	10_13;10_22;10_23
29.398594278759596	D	23_17;23_26;23_27
29.796894815515575	D	35_19;35_24;35_25
30.041991865480057	D	30_27;30_50;30_51
30.253183780613234	D	26_19;26_32;26_33
30.515442424442888	D	9_31;9_56;9_57
31.46892413096761	L	27_17
