TIME	EVENT	NODES
35.77038847199382	D	37_31;37_32;37_33
35.8240777119053	D	49_25;49_32;49_33
37.00129651709462	L	40_35
37.17560173434512	D	33_27;33_34;33_35
37.42195764762091	D	21_15;21_18;21_19
37.48898947370551	D	42_29;42_38;42_39
37.62960750284639	D	4_13;4_16;4_17
37.89854214181056	D	34_37;34_44;34_45
38.25648656215281	L	9_79
38.30283835464262	D	14_17;14_26;14_27
38.54986279293639	D	16_55;16_68;16_69
39.379540701448455	D	30_65;30_84;30_85
39.74706081484815	L	3_23
39.79750092039118	D	10_31;10_38;10_39
40.21680338744819	D	27_37;27_46;27_47
40.34317286335274	L	27_47
40.39152052082998	D	2_19;2_26;2_27
40.71392917101232	D	46_23;46_30;46_31
40.80881832217953	D	37_33;37_40;37_41
