TIME	EVENT	NODES
20.089279357914577	L	20_16
20.308792893563336	D	39_18;39_28;39_29
20.49669289157356	D	24_4;24_8;24_9
20.65169141367016	L	7_4
21.15183551222085	D	27_8;27_12;27_13
21.208393729571448	L	35_10
21.424798762990385	D	16_14;16_18;16_19
21.618836998755032	L	3_4
22.12896076417661	D	32_6;32_10;32_11
23.057956874464136	D	39_20;39_30;39_31
23.40537729512092	D	49_4;49_6;49_7
23.97000485444643	D	48_6;48_10;48_11
24.261088053039725	L	14_4
24.298010644862092	D	30_14;30_30;30_31
24.358571721725873	L	27_12
24.42778758468506	D	40_4;40_14;40_15
24.877098385302116	D	30_31;30_32;30_33
24.931937122012528	D	22_4;22_8;22_9
25.566793612113866	D	16_16;16_28;16_29
25.829441808528465	L	26_14
26.03689277582717	D	39_29;39_42;39_43
26.056045124566126	D	16_29;16_30;16_31
26.409310878619912	L	38_8
26.66517939794925	D	33_8;33_16;33_17
26.99855482592705	D	39_31;39_44;39_45
27.023259324401334	D	49_7;49_10;49_11
