TIME	EVENT	NODES
45.28125774132148	D	16_88;16_94;16_95
45.304973204289794	D	2_36;2_42;2_43
45.34191488693393	D	39_94;39_112;39_113
46.05923662974009	L	20_120
46.14672152478288	L	27_68
46.47419584267363	L	46_40
46.73525483064067	D	13_20;13_26;13_27
46.81818316536653	D	16_94;16_106;16_107
47.03707617010483	D	26_88;26_98;26_99
47.388926430165625	D	16_90;16_116;16_117
47.77242843987981	L	20_112
47.77432612953421	D	40_68;40_94;40_95
47.80866466987413	D	40_62;40_96;40_97
47.829539947864866	D	9_150;9_206;9_207
48.09612760007305	L	40_97
48.851119122518945	L	39_113
49.118744665686535	D	46_42;46_74;46_75
49.38336028238659	D	46_75;46_76;46_77
49.46065160843187	D	35_54;35_96;35_97
49.49867779243188	D	5_20;5_36;5_37
49.671304796558395	D	27_66;27_146;27_147
49.762630687303044	D	39_100;39_210;39_211
