TIME	EVENT	NODES
24.10805448874584	L	27_56
24.44889629766726	D	43_48;43_52;43_53
24.464799010393374	D	39_22;39_26;39_27
24.516450701251763	LT	n25;37_72;n25;37_86;n15;37_87
24.620094583705463	L	37_86
24.781782298701533	D	13_68;13_78;13_79
25.00660783676761	LT	n25;7_94;n25;7_108;n26;7_109
25.021990752581953	D	3_40;3_50;3_51
25.113289804773036	L	1_34
25.113289804773036	AT	n21;1_38;n21;1_40;n25;1_41
25.211019063351024	L	36_116
25.211019063351024	AT	n12;36_39;n12;36_128;n25;36_129
25.284439849714072	L	42_188
25.38201661168471	D	28_58;28_66;28_67
25.439935855137712	D	42_202;42_222;42_223
25.6742586601054	LT	n25;3_51;n25;3_52;n20;3_53
25.693044334063533	D	9_42;9_50;9_51
25.83859993028519	D	44_50;44_54;44_55
26.06734814110584	D	9_51;9_52;9_53
26.280333350573066	D	18_104;18_132;18_133
26.37478058662106	L	13_66
26.552321173982588	L	13_64
26.552321173982588	AT	n26;13_67;n26;13_82;n25;13_83
26.67072838275582	LT	n25;40_62;n25;40_78;n20;40_79
26.73554453896656	L	17_46
26.736316803266437	L	48_74
26.741772180694323	D	4_50;4_56;4_57
26.770148692811702	L	40_64
26.808601647283517	L	36_114
26.808601647283517	AT	n27;36_120;n27;36_134;n25;36_135
27.4357964376278	LT	n25;26_50;n25;26_62;n17;26_63
